timestamp,open,high,low,close,volume,close_time,quote_volume
2025-05-03 14:15:00,148.18,148.63,148.18,148.21,14469.387,2025-05-03 14:29:59.999,2147049.83822
2025-05-03 14:30:00,148.21,148.45,148.08,148.39,15399.08,2025-05-03 14:44:59.999,2283715.67471
2025-05-03 14:45:00,148.39,148.53,148.26,148.49,16901.874,2025-05-03 14:59:59.999,2508419.80187
2025-05-03 15:00:00,148.49,149.0,148.49,148.75,27059.253,2025-05-03 15:14:59.999,4025313.43567
2025-05-03 15:15:00,148.74,148.75,148.5,148.64,12775.721,2025-05-03 15:29:59.999,1898914.89138
2025-05-03 15:30:00,148.64,148.95,148.54,148.79,17562.054,2025-05-03 15:44:59.999,2612719.05081
2025-05-03 15:45:00,148.79,148.81,148.35,148.46,22122.931,2025-05-03 15:59:59.999,3286532.94905
2025-05-03 16:00:00,148.47,148.47,148.01,148.08,23335.931,2025-05-03 16:14:59.999,3457705.86717
2025-05-03 16:15:00,148.08,148.21,147.95,148.12,11225.645,2025-05-03 16:29:59.999,1662410.85018
2025-05-03 16:30:00,148.12,148.12,147.31,147.77,24891.564,2025-05-03 16:44:59.999,3673854.95311
2025-05-03 16:45:00,147.77,147.77,147.26,147.38,16771.399,2025-05-03 16:59:59.999,2474719.19536
2025-05-03 17:00:00,147.38,147.38,146.1,146.44,45969.475,2025-05-03 17:14:59.999,6734395.88382
2025-05-03 17:15:00,146.45,146.49,145.82,146.45,37521.226,2025-05-03 17:29:59.999,5482690.08548
2025-05-03 17:30:00,146.45,146.45,146.0,146.14,11764.236,2025-05-03 17:44:59.999,1719650.72606
2025-05-03 17:45:00,146.13,146.84,146.13,146.81,11941.761,2025-05-03 17:59:59.999,1749887.69751
2025-05-03 18:00:00,146.81,147.07,146.54,147.01,17614.876,2025-05-03 18:14:59.999,2585065.3212
2025-05-03 18:15:00,147.01,147.38,146.95,147.1,10231.228,2025-05-03 18:29:59.999,1505536.25797
2025-05-03 18:30:00,147.09,147.09,146.48,146.48,8275.751,2025-05-03 18:44:59.999,1214152.12022
2025-05-03 18:45:00,146.49,146.78,146.44,146.7,10250.521,2025-05-03 18:59:59.999,1502768.50165
2025-05-03 19:00:00,146.69,147.12,146.53,146.91,10182.077,2025-05-03 19:14:59.999,1495043.32186
2025-05-03 19:15:00,146.91,147.3,146.9,147.29,7732.333,2025-05-03 19:29:59.999,1137281.2209
2025-05-03 19:30:00,147.3,147.4,147.09,147.16,6695.015,2025-05-03 19:44:59.999,985949.34232
2025-05-03 19:45:00,147.15,147.48,147.13,147.42,12319.924,2025-05-03 19:59:59.999,1814897.2079
2025-05-03 20:00:00,147.42,147.77,147.33,147.42,9895.457,2025-05-03 20:14:59.999,1459828.46122
2025-05-03 20:15:00,147.42,147.64,147.29,147.56,8728.742,2025-05-03 20:29:59.999,1287018.82055
2025-05-03 20:30:00,147.55,147.57,147.23,147.34,9411.155,2025-05-03 20:44:59.999,1387017.01468
2025-05-03 20:45:00,147.34,147.5,147.17,147.5,6860.065,2025-05-03 20:59:59.999,1010884.64791
2025-05-03 21:00:00,147.5,147.54,146.92,147.22,8535.673,2025-05-03 21:14:59.999,1255644.7941
2025-05-03 21:15:00,147.22,147.91,147.13,147.88,15985.459,2025-05-03 21:29:59.999,2358659.87355
2025-05-03 21:30:00,147.87,147.87,147.52,147.72,8477.178,2025-05-03 21:44:59.999,1252016.65173
2025-05-03 21:45:00,147.73,147.91,147.44,147.62,8387.475,2025-05-03 21:59:59.999,1238623.81227
2025-05-03 22:00:00,147.62,147.68,147.29,147.42,10890.061,2025-05-03 22:14:59.999,1606060.67062
2025-05-03 22:15:00,147.43,147.52,147.3,147.45,5476.531,2025-05-03 22:29:59.999,807361.86895
2025-05-03 22:30:00,147.45,147.74,147.45,147.7,4564.899,2025-05-03 22:44:59.999,673794.82111
2025-05-03 22:45:00,147.7,147.7,147.32,147.37,8124.888,2025-05-03 22:59:59.999,1198404.08104
2025-05-03 23:00:00,147.37,147.37,146.98,146.98,8480.102,2025-05-03 23:14:59.999,1247439.26
2025-05-03 23:15:00,146.99,147.14,146.71,146.76,8776.675,2025-05-03 23:29:59.999,1289614.28914
2025-05-03 23:30:00,146.77,146.98,146.63,146.81,10341.994,2025-05-03 23:44:59.999,1518150.62259
2025-05-03 23:45:00,146.82,146.96,146.64,146.71,8132.089,2025-05-03 23:59:59.999,1193643.48194
2025-05-04 00:00:00,146.71,147.03,146.55,146.87,15273.633,2025-05-04 00:14:59.999,2243241.95623
2025-05-04 00:15:00,146.87,147.09,146.54,146.56,10144.184,2025-05-04 00:29:59.999,1490114.80646
2025-05-04 00:30:00,146.56,146.74,146.19,146.2,11929.227,2025-05-04 00:44:59.999,1746830.39397
2025-05-04 00:45:00,146.19,146.54,146.02,146.41,14056.646,2025-05-04 00:59:59.999,2055237.25548
2025-05-04 01:00:00,146.41,146.83,146.13,146.82,10745.476,2025-05-04 01:14:59.999,1573702.54518
2025-05-04 01:15:00,146.82,147.01,146.59,146.91,8633.276,2025-05-04 01:29:59.999,1267666.24734
2025-05-04 01:30:00,146.92,147.05,146.25,146.26,11170.494,2025-05-04 01:44:59.999,1638329.23764
2025-05-04 01:45:00,146.26,147.22,145.88,147.05,19522.516,2025-05-04 01:59:59.999,2861342.30076
2025-05-04 02:00:00,147.05,147.71,146.9,147.57,13009.289,2025-05-04 02:14:59.999,1917202.69767
2025-05-04 02:15:00,147.58,147.58,147.02,147.15,5825.948,2025-05-04 02:29:59.999,857827.45725
2025-05-04 02:30:00,147.15,147.22,146.05,146.3,12977.581,2025-05-04 02:44:59.999,1901160.64244
2025-05-04 02:45:00,146.3,146.44,146.16,146.34,7009.92,2025-05-04 02:59:59.999,1025684.16661
2025-05-04 03:00:00,146.33,146.33,145.67,145.81,16719.989,2025-05-04 03:14:59.999,2438635.67446
2025-05-04 03:15:00,145.81,146.11,145.68,146.1,12094.709,2025-05-04 03:29:59.999,1764941.93278
2025-05-04 03:30:00,146.1,146.18,145.84,146.13,7596.549,2025-05-04 03:44:59.999,1109423.18879
2025-05-04 03:45:00,146.13,146.18,145.5,145.61,13303.433,2025-05-04 03:59:59.999,1939637.51146
2025-05-04 04:00:00,145.61,145.86,145.46,145.74,8924.279,2025-05-04 04:14:59.999,1299692.18107
2025-05-04 04:15:00,145.75,145.93,145.64,145.74,7140.747,2025-05-04 04:29:59.999,1041075.05387
2025-05-04 04:30:00,145.75,145.75,145.25,145.32,13289.532,2025-05-04 04:44:59.999,1932287.36462
2025-05-04 04:45:00,145.33,145.53,145.22,145.44,11029.356,2025-05-04 04:59:59.999,1603698.91021
2025-05-04 05:00:00,145.45,146.24,145.35,145.84,13994.872,2025-05-04 05:14:59.999,2041315.2325
2025-05-04 05:15:00,145.84,146.3,145.57,146.15,20368.408,2025-05-04 05:29:59.999,2973896.21101
2025-05-04 05:30:00,146.14,146.31,146.01,146.26,12463.958,2025-05-04 05:44:59.999,1821796.18421
2025-05-04 05:45:00,146.25,146.54,146.24,146.24,15788.83,2025-05-04 05:59:59.999,2311377.63023
2025-05-04 06:00:00,146.24,146.37,145.83,145.93,16452.369,2025-05-04 06:14:59.999,2403596.99363
2025-05-04 06:15:00,145.93,146.14,145.59,145.7,12843.825,2025-05-04 06:29:59.999,1872597.88401
2025-05-04 06:30:00,145.69,145.84,145.56,145.81,15744.974,2025-05-04 06:44:59.999,2294081.32474
2025-05-04 06:45:00,145.8,146.02,145.56,145.65,14699.754,2025-05-04 06:59:59.999,2142879.07796
2025-05-04 07:00:00,145.65,145.93,145.37,145.93,15338.362,2025-05-04 07:14:59.999,2232156.8173
2025-05-04 07:15:00,145.92,146.01,145.38,145.58,15326.045,2025-05-04 07:29:59.999,2233154.09876
2025-05-04 07:30:00,145.58,145.59,145.17,145.27,15940.791,2025-05-04 07:44:59.999,2316149.49383
2025-05-04 07:45:00,145.27,145.62,145.26,145.62,26019.535,2025-05-04 07:59:59.999,3783901.92563
2025-05-04 08:00:00,145.62,145.76,145.53,145.72,11852.342,2025-05-04 08:14:59.999,1725816.55372
2025-05-04 08:15:00,145.73,145.73,145.46,145.63,16496.32,2025-05-04 08:29:59.999,2401542.48744
2025-05-04 08:30:00,145.63,145.96,145.32,145.33,45098.003,2025-05-04 08:44:59.999,6560977.16199
2025-05-04 08:45:00,145.33,145.51,145.07,145.32,16884.28,2025-05-04 08:59:59.999,2452319.23646
2025-05-04 09:00:00,145.31,145.32,144.8,145.09,33022.998,2025-05-04 09:14:59.999,4789601.53778
2025-05-04 09:15:00,145.08,145.18,144.7,144.83,20442.469,2025-05-04 09:29:59.999,2960441.35271
2025-05-04 09:30:00,144.83,145.28,144.68,145.05,16518.152,2025-05-04 09:44:59.999,2395596.72431
2025-05-04 09:45:00,145.05,145.22,144.88,144.92,8650.307,2025-05-04 09:59:59.999,1254535.48306
2025-05-04 10:00:00,144.92,145.18,144.89,145.13,8739.427,2025-05-04 10:14:59.999,1267436.55539
2025-05-04 10:15:00,145.12,145.3,144.75,145.28,20521.912,2025-05-04 10:29:59.999,2976795.29426
2025-05-04 10:30:00,145.28,145.57,145.17,145.43,10085.685,2025-05-04 10:44:59.999,1466303.41784
2025-05-04 10:45:00,145.42,145.52,145.2,145.44,19980.263,2025-05-04 10:59:59.999,2904865.08676
2025-05-04 11:00:00,145.43,145.91,145.3,145.9,83489.968,2025-05-04 11:14:59.999,12158478.92179
2025-05-04 11:15:00,145.89,146.01,145.63,145.64,51750.208,2025-05-04 11:29:59.999,7549474.60887
2025-05-04 11:30:00,145.65,145.68,145.4,145.53,17665.187,2025-05-04 11:44:59.999,2570013.614
2025-05-04 11:45:00,145.54,145.58,145.18,145.45,7241.567,2025-05-04 11:59:59.999,1052939.83081
2025-05-04 12:00:00,145.46,145.84,145.45,145.84,8161.163,2025-05-04 12:14:59.999,1188947.30212
2025-05-04 12:15:00,145.84,145.94,145.54,145.75,9100.793,2025-05-04 12:29:59.999,1326615.76728
2025-05-04 12:30:00,145.75,145.87,145.58,145.87,7681.468,2025-05-04 12:44:59.999,1119425.64293
2025-05-04 12:45:00,145.86,146.07,145.53,145.54,8683.461,2025-05-04 12:59:59.999,1266777.36281
2025-05-04 13:00:00,145.54,145.84,145.46,145.55,9204.286,2025-05-04 13:14:59.999,1340968.31675
2025-05-04 13:15:00,145.54,145.56,145.16,145.48,11821.681,2025-05-04 13:29:59.999,1718040.68447
2025-05-04 13:30:00,145.47,145.5,145.03,145.1,9983.83,2025-05-04 13:44:59.999,1450338.63448
2025-05-04 13:45:00,145.1,145.66,144.94,145.6,14679.212,2025-05-04 13:59:59.999,2133568.79625
2025-05-04 14:00:00,145.59,145.97,145.52,145.8,12626.152,2025-05-04 14:14:59.999,1841148.91125
2025-05-04 14:15:00,145.79,146.23,145.75,146.23,13468.863,2025-05-04 14:29:59.999,1967229.71995
2025-05-04 14:30:00,146.22,146.5,146.1,146.39,18806.582,2025-05-04 14:44:59.999,2751474.75146
2025-05-04 14:45:00,146.39,146.68,146.34,146.51,27366.6,2025-05-04 14:59:59.999,4009245.50824
2025-05-04 15:00:00,146.52,147.27,146.51,147.0,30709.251,2025-05-04 15:14:59.999,4511815.87886
2025-05-04 15:15:00,146.99,147.12,146.66,147.06,21159.955,2025-05-04 15:29:59.999,3108029.17924
2025-05-04 15:30:00,147.07,147.19,146.65,146.69,19985.841,2025-05-04 15:44:59.999,2935384.84352
2025-05-04 15:45:00,146.7,147.0,146.44,146.84,18431.187,2025-05-04 15:59:59.999,2706161.87291
2025-05-04 16:00:00,146.83,147.15,146.73,146.8,16731.154,2025-05-04 16:14:59.999,2459940.97901
2025-05-04 16:15:00,146.8,147.15,146.55,147.12,20122.449,2025-05-04 16:29:59.999,2955851.11858
2025-05-04 16:30:00,147.12,147.15,146.58,146.64,20893.416,2025-05-04 16:44:59.999,3069663.21208
2025-05-04 16:45:00,146.65,146.95,146.46,146.83,14725.424,2025-05-04 16:59:59.999,2160948.86269
2025-05-04 17:00:00,146.83,147.36,146.83,147.09,16152.041,2025-05-04 17:14:59.999,2375627.90668
2025-05-04 17:15:00,147.08,147.09,146.72,146.75,11691.522,2025-05-04 17:29:59.999,1717459.47024
2025-05-04 17:30:00,146.76,146.83,146.36,146.8,16354.884,2025-05-04 17:44:59.999,2397481.10013
2025-05-04 17:45:00,146.81,147.3,146.75,147.17,22918.354,2025-05-04 17:59:59.999,3370628.61674
2025-05-04 18:00:00,147.17,147.81,147.03,147.08,20810.169,2025-05-04 18:14:59.999,3069177.76163
2025-05-04 18:15:00,147.07,147.5,147.07,147.36,12616.905,2025-05-04 18:29:59.999,1858982.2859
2025-05-04 18:30:00,147.35,147.54,147.05,147.23,13366.121,2025-05-04 18:44:59.999,1968201.07204
2025-05-04 18:45:00,147.23,147.23,146.55,146.56,11851.141,2025-05-04 18:59:59.999,1740085.68452
2025-05-04 19:00:00,146.56,146.57,146.18,146.34,15903.789,2025-05-04 19:14:59.999,2327232.89424
2025-05-04 19:15:00,146.33,146.41,146.0,146.37,14956.195,2025-05-04 19:29:59.999,2186885.78475
2025-05-04 19:30:00,146.36,146.78,146.25,146.73,12520.173,2025-05-04 19:44:59.999,1834480.49453
2025-05-04 19:45:00,146.74,146.8,146.05,146.18,8744.671,2025-05-04 19:59:59.999,1279411.61943
2025-05-04 20:00:00,146.18,146.52,146.1,146.43,18296.059,2025-05-04 20:14:59.999,2676818.11407
2025-05-04 20:15:00,146.43,146.94,146.2,146.76,11532.936,2025-05-04 20:29:59.999,1691151.77554
2025-05-04 20:30:00,146.75,147.04,146.65,147.01,9856.315,2025-05-04 20:44:59.999,1447804.02422
2025-05-04 20:45:00,147.01,147.14,146.9,146.95,10097.034,2025-05-04 20:59:59.999,1484552.15956
2025-05-04 21:00:00,146.96,146.97,146.43,146.51,12190.263,2025-05-04 21:14:59.999,1788825.83778
2025-05-04 21:15:00,146.51,146.79,146.43,146.74,5556.674,2025-05-04 21:29:59.999,814661.03679
2025-05-04 21:30:00,146.74,146.82,146.63,146.81,5064.154,2025-05-04 21:44:59.999,743076.11336
2025-05-04 21:45:00,146.8,147.1,146.8,147.09,7794.949,2025-05-04 21:59:59.999,1145331.16864
2025-05-04 22:00:00,147.09,147.14,146.29,146.44,28286.072,2025-05-04 22:14:59.999,4147860.80128
2025-05-04 22:15:00,146.43,146.74,145.94,146.14,16167.399,2025-05-04 22:29:59.999,2363464.97589
2025-05-04 22:30:00,146.14,146.14,145.1,145.21,31805.09,2025-05-04 22:44:59.999,4627045.18283
2025-05-04 22:45:00,145.21,145.33,145.01,145.16,16507.911,2025-05-04 22:59:59.999,2396574.82548
2025-05-04 23:00:00,145.16,145.23,144.43,144.88,28726.498,2025-05-04 23:14:59.999,4158706.92843
2025-05-04 23:15:00,144.87,144.88,143.5,143.99,68157.214,2025-05-04 23:29:59.999,9823010.61588
2025-05-04 23:30:00,143.98,144.23,143.64,143.72,22336.398,2025-05-04 23:44:59.999,3214207.70916
2025-05-04 23:45:00,143.72,144.18,143.7,143.95,14937.259,2025-05-04 23:59:59.999,2149976.47042
2025-05-05 00:00:00,143.94,144.61,143.74,144.51,21422.547,2025-05-05 00:14:59.999,3087707.44929
2025-05-05 00:15:00,144.51,145.37,144.38,145.36,24031.991,2025-05-05 00:29:59.999,3479689.96859
2025-05-05 00:30:00,145.37,145.44,144.82,144.87,14009.934,2025-05-05 00:44:59.999,2033816.54345
2025-05-05 00:45:00,144.87,145.32,144.86,145.16,11573.305,2025-05-05 00:59:59.999,1679671.52748
2025-05-05 01:00:00,145.16,145.23,144.4,144.62,14015.666,2025-05-05 01:14:59.999,2029012.3659
2025-05-05 01:15:00,144.62,144.78,143.98,144.01,22779.648,2025-05-05 01:29:59.999,3287100.89316
2025-05-05 01:30:00,144.0,144.04,142.97,143.22,48298.735,2025-05-05 01:44:59.999,6924309.36759
2025-05-05 01:45:00,143.22,143.5,142.87,143.21,30794.91,2025-05-05 01:59:59.999,4409898.3418
2025-05-05 02:00:00,143.22,143.85,142.5,143.72,51617.854,2025-05-05 02:14:59.999,7388701.42788
2025-05-05 02:15:00,143.73,144.8,143.73,144.67,36054.381,2025-05-05 02:29:59.999,5206622.97129
2025-05-05 02:30:00,144.66,145.05,144.66,144.68,18067.208,2025-05-05 02:44:59.999,2617372.40575
2025-05-05 02:45:00,144.68,145.03,144.65,144.76,13151.47,2025-05-05 02:59:59.999,1904882.46611
2025-05-05 03:00:00,144.76,145.12,144.49,144.52,13229.379,2025-05-05 03:14:59.999,1914960.71203
2025-05-05 03:15:00,144.53,144.87,144.33,144.59,15320.853,2025-05-05 03:29:59.999,2215360.24674
2025-05-05 03:30:00,144.59,145.3,144.59,145.28,12510.982,2025-05-05 03:44:59.999,1814469.94681
2025-05-05 03:45:00,145.29,145.3,144.89,144.91,8308.639,2025-05-05 03:59:59.999,1204758.7463
2025-05-05 04:00:00,144.91,145.39,144.89,145.35,16452.351,2025-05-05 04:14:59.999,2388099.82434
2025-05-05 04:15:00,145.35,145.98,145.35,145.85,21884.908,2025-05-05 04:29:59.999,3188523.50456
2025-05-05 04:30:00,145.85,146.51,145.78,146.41,39442.692,2025-05-05 04:44:59.999,5767142.49271
2025-05-05 04:45:00,146.41,146.52,146.11,146.32,16105.865,2025-05-05 04:59:59.999,2355826.62097
2025-05-05 05:00:00,146.33,146.5,146.03,146.18,15921.532,2025-05-05 05:14:59.999,2329620.47123
2025-05-05 05:15:00,146.19,146.5,146.13,146.48,8591.501,2025-05-05 05:29:59.999,1257701.86444
2025-05-05 05:30:00,146.48,146.68,146.27,146.38,11012.783,2025-05-05 05:44:59.999,1613019.13969
2025-05-05 05:45:00,146.39,147.14,146.39,147.02,20314.849,2025-05-05 05:59:59.999,2981653.14502
2025-05-05 06:00:00,147.02,147.36,146.64,146.64,13279.368,2025-05-05 06:14:59.999,1951716.85336
2025-05-05 06:15:00,146.64,147.01,146.59,146.81,31537.499,2025-05-05 06:29:59.999,4630140.75462
2025-05-05 06:30:00,146.82,147.03,146.73,146.73,16548.328,2025-05-05 06:44:59.999,2430682.90116
2025-05-05 06:45:00,146.73,146.93,146.63,146.79,6033.35,2025-05-05 06:59:59.999,885554.41189
2025-05-05 07:00:00,146.8,146.9,146.53,146.77,14412.826,2025-05-05 07:14:59.999,2114457.85957
2025-05-05 07:15:00,146.77,147.23,146.77,146.93,14142.488,2025-05-05 07:29:59.999,2078808.98017
2025-05-05 07:30:00,146.92,147.08,146.77,146.88,21348.768,2025-05-05 07:44:59.999,3135204.52623
2025-05-05 07:45:00,146.87,146.9,146.69,146.88,9917.244,2025-05-05 07:59:59.999,1455832.68605
2025-05-05 08:00:00,146.88,147.05,146.51,146.59,12565.672,2025-05-05 08:14:59.999,1843984.18512
2025-05-05 08:15:00,146.6,146.76,146.37,146.4,12182.888,2025-05-05 08:29:59.999,1785750.76096
2025-05-05 08:30:00,146.4,146.99,146.34,146.92,12500.717,2025-05-05 08:44:59.999,1834184.0429
2025-05-05 08:45:00,146.92,147.03,146.47,146.6,9745.44,2025-05-05 08:59:59.999,1429362.06997
2025-05-05 09:00:00,146.61,146.71,146.38,146.38,12068.602,2025-05-05 09:14:59.999,1768218.77795
2025-05-05 09:15:00,146.38,146.71,146.34,146.61,11546.305,2025-05-05 09:29:59.999,1692012.54364
2025-05-05 09:30:00,146.62,146.78,146.38,146.44,8729.115,2025-05-05 09:44:59.999,1279357.62046
2025-05-05 09:45:00,146.44,146.5,146.08,146.11,12437.244,2025-05-05 09:59:59.999,1819122.57914
2025-05-05 10:00:00,146.11,146.19,145.56,145.59,21561.742,2025-05-05 10:14:59.999,3144393.97995
2025-05-05 10:15:00,145.59,145.65,144.97,145.0,26161.491,2025-05-05 10:29:59.999,3802046.68067
2025-05-05 10:30:00,145.0,145.27,144.29,144.31,33202.905,2025-05-05 10:44:59.999,4801983.41532
2025-05-05 10:45:00,144.3,144.42,143.7,144.19,24542.473,2025-05-05 10:59:59.999,3534985.51522
2025-05-05 11:00:00,144.18,144.63,144.12,144.5,20453.039,2025-05-05 11:14:59.999,2954293.02269
2025-05-05 11:15:00,144.5,144.63,143.76,143.96,23822.094,2025-05-05 11:29:59.999,3435799.3141
2025-05-05 11:30:00,143.96,144.13,143.56,143.85,17314.021,2025-05-05 11:44:59.999,2489485.38351
2025-05-05 11:45:00,143.85,144.35,143.83,144.19,15567.699,2025-05-05 11:59:59.999,2244140.93229
2025-05-05 12:00:00,144.18,144.67,143.87,144.67,18932.348,2025-05-05 12:14:59.999,2732763.77145
2025-05-05 12:15:00,144.67,145.0,144.41,144.9,21442.32,2025-05-05 12:29:59.999,3102506.07109
2025-05-05 12:30:00,144.91,144.95,144.67,144.72,10501.129,2025-05-05 12:44:59.999,1520294.47668
2025-05-05 12:45:00,144.73,144.73,144.25,144.63,15440.742,2025-05-05 12:59:59.999,2231373.29322
2025-05-05 13:00:00,144.62,144.87,144.02,144.17,13959.011,2025-05-05 13:14:59.999,2017248.38406
2025-05-05 13:15:00,144.17,144.59,144.02,144.13,15639.917,2025-05-05 13:29:59.999,2256942.69271
2025-05-05 13:30:00,144.12,144.59,143.41,144.05,35068.829,2025-05-05 13:44:59.999,5049429.77106
2025-05-05 13:45:00,144.06,144.92,143.88,144.91,35894.026,2025-05-05 13:59:59.999,5180813.84003
2025-05-05 14:00:00,144.91,145.42,144.62,144.68,42964.765,2025-05-05 14:14:59.999,6233893.94096
2025-05-05 14:15:00,144.68,145.03,144.32,144.51,27881.903,2025-05-05 14:29:59.999,4032427.61957
2025-05-05 14:30:00,144.52,145.0,144.11,144.63,50605.428,2025-05-05 14:44:59.999,7315947.6159
2025-05-05 14:45:00,144.64,144.97,144.48,144.53,15143.045,2025-05-05 14:59:59.999,2191685.25337
2025-05-05 15:00:00,144.53,144.73,144.14,144.43,17516.11,2025-05-05 15:14:59.999,2530314.64246
2025-05-05 15:15:00,144.43,144.79,144.02,144.53,12787.798,2025-05-05 15:29:59.999,1847933.15588
2025-05-05 15:30:00,144.52,144.79,143.61,143.67,26845.82,2025-05-05 15:44:59.999,3869870.52101
2025-05-05 15:45:00,143.67,143.77,143.16,143.76,28333.665,2025-05-05 15:59:59.999,4065442.56517
2025-05-05 16:00:00,143.76,144.36,143.68,144.06,18468.885,2025-05-05 16:14:59.999,2660018.15761
2025-05-05 16:15:00,144.06,145.27,144.05,145.13,41136.917,2025-05-05 16:29:59.999,5958423.0915
2025-05-05 16:30:00,145.13,145.43,145.02,145.25,15019.716,2025-05-05 16:44:59.999,2180655.52969
2025-05-05 16:45:00,145.25,145.42,144.9,145.01,16229.611,2025-05-05 16:59:59.999,2355507.6092
2025-05-05 17:00:00,145.0,145.15,144.71,144.72,22243.817,2025-05-05 17:14:59.999,3224547.45505
2025-05-05 17:15:00,144.72,145.49,144.69,145.25,17356.687,2025-05-05 17:29:59.999,2519610.47994
2025-05-05 17:30:00,145.25,146.05,145.22,145.71,33607.266,2025-05-05 17:44:59.999,4898059.21124
2025-05-05 17:45:00,145.72,145.93,145.66,145.8,15515.009,2025-05-05 17:59:59.999,2262135.26343
2025-05-05 18:00:00,145.8,146.06,145.62,146.06,15834.884,2025-05-05 18:14:59.999,2310506.32314
2025-05-05 18:15:00,146.05,146.1,145.79,146.0,12715.391,2025-05-05 18:29:59.999,1855684.38289
2025-05-05 18:30:00,145.99,147.13,145.99,146.73,52334.323,2025-05-05 18:44:59.999,7675206.55909
2025-05-05 18:45:00,146.73,147.14,146.48,146.7,34772.041,2025-05-05 18:59:59.999,5102772.49146
2025-05-05 19:00:00,146.7,147.04,146.65,146.88,19616.996,2025-05-05 19:14:59.999,2882449.07851
2025-05-05 19:15:00,146.88,147.08,146.71,146.83,47219.869,2025-05-05 19:29:59.999,6938961.4356
2025-05-05 19:30:00,146.83,146.99,146.48,146.68,24938.757,2025-05-05 19:44:59.999,3658304.51142
2025-05-05 19:45:00,146.68,146.89,146.36,146.48,20133.295,2025-05-05 19:59:59.999,2952672.17895
2025-05-05 20:00:00,146.48,146.6,146.15,146.24,16854.505,2025-05-05 20:14:59.999,2466980.41617
2025-05-05 20:15:00,146.23,146.58,146.03,146.12,14128.115,2025-05-05 20:29:59.999,2065696.56731
2025-05-05 20:30:00,146.11,146.11,145.06,145.25,24752.224,2025-05-05 20:44:59.999,3601430.15539
2025-05-05 20:45:00,145.24,145.73,144.95,145.59,12330.608,2025-05-05 20:59:59.999,1792156.11408
